Unnamed: 0,Title,Company,Location,Skills
779,Node.js Generative AI/ML Developer,Arakoo,Work from home,"node.js, express.js, type, script, terraform"
780,Front End Development,NDimensions Design Studio,Udaipur,"htmlcssjava, script, bootstrap, react, rest api"
781,Full Stack Development - AI,Yardstick,Work from home,"htmlcssjava, script, mongo, dbnode.js, react, next.js"
782,"Figma, NextJS, React Native And Firebase Development",Bolesale Technologies Private Limited,Work from home,"node.js, react native, firebase, cloud firestore, next.js"
783,Front End Development,Visys Cloud Technologies India Private Limited,Hyderabad,"htmlcssjava, scriptj, query, bootstrap, angular, jsreact"
784,Full Stack Development,Visys Cloud Technologies India Private Limited,Hyderabad,"phpmy, sqlhtmlcssjava, script, python, mongo, db"
785,Javascript Developer,Brain Quest,Work from home,"java, script, express.js, react"
786,E-Commerce Business Management,Talent Corner HR Services,Mumbai,"client interaction, ms-excel, client relationship management (crm)sales management, business development, effective communication, sales strategy"
787,Vibe Coders,Stirring Minds,Work from home,"web development, artificial intelligence, open, ai apiclaude, vibe coding, cursor (gen, ai)lovable (gen, ai)"
788,Full Stack Development,Zykoon Technologies,Work from home,"my, sqljava, script, node.js, git, hub, react, type, script, next.js"
789,E‑Commerce App Developer (Shopify),Protega,Mumbai(Hybrid),"htmlcssjava, script, css3node.js, react, shopify"
790,Full Stack Development,Swifey,Work from home,"my, sqljava, script, python, angular, jsnode.js, react"
791,Full Stack Development,Memli,Gurgaon,"my, sqlhtmlcssjava, script, git, node.js, problem solving"
792,Software Development Engineering (Web),Apoorva Mishra,Work from home,"my, sqlhtmlreact, artificial intelligence, next.js"
793,Java Development,ROUTINE REGIME PRIVATE LIMITED,Noida,"java, my, sqljava, script, spring boot"
794,AI Agent Development,Awwgment,Work from home,"python, rest apitransformers, fast, apiapis, open, ai apilang, chain"
795,Full Stack Development,Zenochi,Work from home,"java, script, node.js, ui & ux design, react"
796,Robotics,The Innovation Story,Mumbai,"python, solid, works, robotics, raspberry pi, embedded systems, arduino, c programming"
797,"React Native, NextJS And Firebase Development",Wecofy,Work from home,"node.js, react native, firebase, firebase cloud messaging, next.js"
798,"React Native, NextJS And Firebase Development",We Code For You,Work from home,"react native, amazon web services (aws)firebase, cloud firestore, next.js"
799,Founders Office,Arkham Literacy Initiative Foundation,Work from home,"social media marketing, content writing, branding, content management, web development, unreal engine, content marketing"
800,Full Stack Developer (MERN Stack With Edge.js Mandatory),Ungrezi,Work from home,"data structures, mongo, dbgit, node.js, problem solving, ui & ux design, web development"
801,,,,
802,Full Stack Development,Sheikh Media,Work from home,"phpmy, sqlhtmlcssjava, script, content writing, python+"
803,Full Stack Developer,Indika AI Private Limited,Delhi,"python, client interaction, django, flask, interpersonal skills, effective communication, amazon s3"
804,Laravel Expert,Medicalbook,Work from home,phpajaxlaravel
805,Full Stack Development,StoreShoppy Online Services Private Limited,"Delhi, Ghaziabad, Noida","mongo, dbnode.js, mobile application development, git, hub, express.js, react, react native"
806,Junior Developer,"Rally Portal LLC (Dubai, United Arab Emirates)",Work from home,"sqlmobile application development, postgre, sqlweb development, database management system (dbms)apis, debugging"
807,Content Writing & SEO (AI-Assisted Blogging),Thoughtsverse,Work from home,"content writing, word, press, search engine optimization (seo)"
808,Full Stack Development,Vrutti Technologies Pvt. Ltd.,"Surat, Navsari, Kosamba, Kim, Kamrej","my, sqlhtmlcssjava, script, node.js, react, type, script"
809,PHP / Laravel Developer,Shipper4u,Work from home,"phpmy, sqlhtmljava, scriptj, query, ajaxlaravel"
810,Software Development,URE Legal Advocates,Work from home,"cssnode.js, react, electron, js"
811,.NET Development,Pixelkube Technologies Private Limited,Work from home,c#.netsql
812,Front End Development,SigmaMind Research Labs,Jaipur(Hybrid),"csssqlgit, node.js, react, rest apiredux"
813,Python Algo Developer,Money Making Trading Courses,"Thane, Navi Mumbai, Mumbai, Vashi, Panvel","python, algorithms"
814,Designer/Flutter + Node.js Developer/Next.js Developer,Deep Nucleus,Work from home,"my, sqljava, script, adobe illustrator, mongo, dbnode.js, react, flutter"
815,Data Labelling,Radic Advertising Private Limited,Hyderabad(Hybrid),"python, ms-excel, json"
816,Full Stack Development,Energy Alternatives India,Chennai,"phphtmlcssword, press, bootstrap, ms sql server, react"
817,Full Stack Development,Udaghosh Social Welfare Society,Work from home,"phpmy, sqlhtmlcssjava, script, python, mongo, db"
818,WordPress Development,Yasham Software Services Private Limited,Work from home,"word, press"
819,Full Stack AI Engineer,DigiPlus IT,"Mumbai, Maharashtra","mongo, dbnode.js, ui & ux design, docker, git, hub, type, script, dev, ops"
820,Front End Development,Basti Ki Pathshala Foundation,Work from home,html
821,Software Engineer,Giddly.com,Work from home,"python, machine learning, react native, golang, type, script, artificial intelligence"
822,ReactJS Development,Wakandabooks Private Limited,Bangalore,"html 5css3git, node.js, react, rest apisass+"
823,WordPress Development,Practice Buzz,Chandigarh,"phpmy, sqlhtmlcssjava, script"
824,Python Development,EvoNexis,Work from home,"htmlcsspython, django, machine learning, rest apiflask"
825,Web Development,EvoNexis,Work from home,"phpmy, sqlhtmlcssjava, scriptj, query, word, press"
826,Online Teaching (Full Stack),CodingZen,Work from home,"htmlcssjava, script, bootstrap, angular, jsnode.js, react"
827,Web Development,OmniSoft Consulting,Dehradun,"phpmy, sqlhtmlcssjava, script, canva"
828,Front End Development,Emoolar Technology Private Limited,Work from home,"htmlcsssearch engine optimization (seo)animation, tailwind cssnext.js, apis"
829,Web Development,Tapovan Impex Private Limited,Delhi,"my, sqlhtmlcss"
830,Web Development,BMARKT TECAMAT PRIVATE LIMITED,Delhi,"phpmy, sqlhtmlcssjava, scriptj, query, word, press"
831,Java Development,EvoNexis,Work from home,"java, my, sqljspj2eehibernate orm(java)spring mvc"
832,Front End Development,Stacks (Techaboard Digi Solutions Private Limited),Mumbai,"java, script, node.js, react, next.js, graph, ql"
833,Python Development,Regime Tax Solutions Private Limited,"Navi Mumbai, Mumbai",htmlpython
834,Front End Development,Letstream Ventures Private Limited,Work from home,"java, script, scsstype, script, vue.js"
835,.NET Development,COEPD (Center Of Excellence For Professional Development),"Hyderabad, Andhra Pradesh","htmlcssjava, script, asp.netms sql server, model view controller(mvc)"
836,Python Development (Next.js),Freelance Trainings,Work from home,"python, sqldjango, react, rest apiinterpersonal skills, effective communication"
837,Full Stack Development,Fallon Studio,Work from home,"phpmy, sqlhtmlcssjava, script, python, mongo, db"
838,Full Stack Development,Tinydata Technologies Private Limited,Work from home,"htmlcssjava, script, python, mongo, dbnode.js, react"
839,Web Development,Archivision Design & Construction Services,Hubli,"htmlcssjava, script, adobe photoshop, word, press, search engine optimization (seo)artificial intelligence"
840,Full Stack Development,Partex.AI,Pune,"htmlcssjava, script, python, node.js, react"
841,Full Stack Development,Pexaworks Technologies Private Limited,Work from home,"java, script, node.js, react, react native, next.js"
842,,,,
843,Python Developer,Ergode IT Services Private Limited,Mumbai,"python, selenium, user interface (ui) development, automation, apis, data preprocessing, data cleaning"
844,Softwear Development Engineering (WordPress),Inditech Technology Services Private Limited,Work from home,"phpmy, sqlword, press"
845,Full Stack Development,IndianAppGuy Tech Private Limited,Bangalore,"node.js, react"
846,Next.js Developer,Infoware,Work from home,"type, script, redux, next.js"
847,Digital Marketing,IP Brigade,Delhi,"social media marketing, google analytics, search engine marketing (sem)word, press, google ad, words, search engine optimization (seo)email marketing"
848,Backend Developer (Night Shift Only),Big Internet E-commerce Private Limited,Work from home,"mongo, dbnode.js, express.js, bubble.io, nest, js"
849,PHP Development,International Institute Of SDGs & Public Policy Research,Work from home,"phpmy, sqlhtmljava, script"
850,WordPress Development,International Institute Of SDGs & Public Policy Research,Work from home,"word, press, search engine optimization (seo)english proficiency (spoken)"
851,Software Development,Zarle Infotech,"Delhi, Ghaziabad, Noida","htmlcssjava, script, node.js, git, hub, c++ programming, react"
852,Front End Development,HUBX Commercial Ventures,Work from home,"htmlcssjava, script, bootstrap, angular, jsnode.js, react"
853,Automation & Agent Builder (n8n / Make.com),BIIT,Work from home,"word, press, e-commerce, creative thinking, problem solving, computer skills, ui & ux design, automation"
854,Full Stack Development,Brihat Infotech Private Limited,Work from home,"htmlcssjava, script, mongo, dbnode.js, express.js, react"
855,WordPress Development,Taskraft.agency,"Thane, Dombivli, Kalyan, Badlapur(Hybrid)","phphtmlcssjava, script, word, press, search engine optimization (seo)creative writing"
856,Software Development,"Gridmetry Gmbh (Munich, Germany)",Work from home,"python, postgre, sqldocker, git, hub, react, rest apigolang"
857,E-Commerce Web Development (Shopify),Nivara Diamonds Private Limited,Hyderabad,"htmlcssjava, script, search engine optimization (seo)web development, shopify, responsive design"
858,AI Agent Development,WhizJuniors,Mumbai(Hybrid),"python, problem solving, database testing, firebase, apis, chat, gptgemini"
859,Software Development - Mern Stack,Amber Flux Private Limited,Work from home,"java, script, data structures, mongo, dbgit, django, postgre, sqlno, sql"
860,WordPress Development,BeingLoop,"Mumbai, Virar, Vasai, Mira Bhayandar, Dahisar, Goregaon Kh, Bandra, Mira Road","java, htmlcsspython, word, press"
861,Digital Marketing,FlexiFunnels,Work from home,"word, press, digital marketing, search engine optimization (seo)copywriting, market research"
862,WordPress Development,OBLYTECH INDIA PRIVATE LIMITED,Work from home,"phphtmlcssjava, script, word, press, effective communication"
863,AI/ML Dev,Trinity Packaging Co. Pvt. Ltd.,Mumbai(Hybrid),"python, docker, artificial intelligence, apis, llmops"
864,Full Stack Development,Rotasu Fin,Ahmedabad,"react, golang, next.js"
865,Website & Social Media Content (Squarespace + Canva/Instagram),Yalavarthi Granites And Furniture (P) Ltd,Work from home,"social media marketing, web design"
866,Full Stack Development,Gagan Puri,Work from home,"my, sqlmongo, dbnode.js, git, hub, express.js, react native"
867,Backend Development,Shiplee,Work from home,"java, phpmy, sqlhtmlpython, mongo, dbdjango"
868,Web Development,CYPWNG Software Technologies,Work from home,"word, press, canva, gemini"
869,Web Development,Pure Cosmeceuticals Private Limited,Jaipur,"htmlword, press"
870,Backend Development,Megaplex Prime,Mumbai,"mongo, dbnode.js, express.js, react, rest api"
871,No-Code Developer,Caarya,Work from home,"ui & ux design, webflow, integromat (make)apis, bubble.io, generative ai tools, no?code development"
872,Apprentice - Technology Associate,ETS India Private Limited,Gurgaon,ms-office
873,Backend Development,Shiksha Nation™,Noida,"sqlmongo, dbnode.js, next.js"
874,PHP Development,Tourasco Travels Llp,Hyderabad,php
875,Full Stack Development,Amdigit,Work from home,"java, script, node.js, postgre, sqlexpress.js, react, artificial intelligence, prompt engineering"
876,Full Stack Development,SociolinQ Technologies Private Limited,Work from home,"python, django, postgre, sqlreact, type, script, fast, api"
877,Backend Development,Evolusis,"Thane, Navi Mumbai, Mumbai(Hybrid)","python, mongo, dbgit, analytical thinking, problem solving, rest apiteamwork"
878,React Native Web Developer (Oct),Kaushal Ranjeet Private Limited,Work from home,"node.js, react, web application security, react native, web application testing"
879,Full Stack Development,NDL Power Limited,Work from home,"python, asp.netmachine learning, node.js, ms sql server, automation, react"
880,Mobile App Development,Ghackk Technologies,Gurgaon,"my, sqlhtmlcssjava, script, python, mongo, dbangular, js+"
881,Tech Development (AI-Assisted Coding),Marpu Foundation,Work from home,"computer skills, artificial intelligence"
882,Systems Software Developer,Vicharak Computers LLP,Surat,"c#python, c programming, c++ programming"
883,,,,
884,Full Stack Development,Lavanya  Srinivas,Bangalore,"node.js, react, next.js"
885,Backend Development,Certiedge Solutions And Services,Work from home,"java, python.netmongo, dbdjango, node.js, postgre, sql"
886,Full Stack Development,Mindenious Edutech,Work from home,"phpmy, sqlhtmljava, script, python, mongo, db"
887,Data Analytics,Red Dot Foundation,Work from home,"python, sqldata analytics, power bitableau"
888,Python Development,Optimasys,Work from home,"htmlcsspython, django, machine learning, rest apiflask"
889,iOS Testing,Across The Globe (ATG),Work from home,"python, selenium, manual testing, test automation, usability testing"
890,Chrome Extension,Across The Globe (ATG),Work from home,"htmlcssjava, script, node.js"
891,Full Stack Development,AiVibes Pvt. Ltd.,Mumbai,"java, htmlcssjava, script, python, mongo, dbangular, js"
892,Python Development,Hybr1d Technologies Private Limited,Work from home,"python, django, django rest framework"
893,Full Stack Development,PATTERNLAB.AI,Hyderabad,"htmlcssjava, script, mongo, dbnode.js, react"
894,Node.js Developer,CGPEY INTERNATIONAL PRIVATE LIMITED,Bhilai Charoda,"java, htmlnode.js"
895,Full Stack Development,Hybr1d Technologies Private Limited,Work from home,"htmljava, script, node.js, postgre, sqlexpress.js, react, rest api"
896,Python Development,Zdminds,Work from home,"htmlcsspython, django, machine learning, rest apiflask"
897,Python Development,PATTERNLAB.AI,Hyderabad,"python, mongo, dbrest apiflask, fast, apipandas, object oriented programming (oop)"
898,Node.js Development,Aadi Foundation,Work from home,"my, sqlhtmljava, script, mongo, dbnode.js, express.js, react"
899,Web Development,CareerNest,Work from home,"my, sqlhtmlcssjava, script"
900,Python Development,Treviax.in,Work from home,"htmlcsspython, django, machine learning, rest apiflask"
901,Networking Automation (Python),Across The Globe (ATG),Bangalore,"python, software testing, network security, network configuration"
902,Python Development,Mindenious Edutech,Work from home,"htmlcsspython, machine learning"
903,JavaScript Development,Smaclify Technologies,Pune,"java, script, node.js, react native, angular"
904,PHP Development,Clientcarex AI Private Limited,Hyderabad(Hybrid),"phpmy, sqlcode, igniter"
905,Prompt Engineering,Nestup Space,Hyderabad,"java, script, python, frontend development"
906,Android App Development,Vijayi WFH Technologies Private Limited,Gurgaon,"java, xmlgit, hub, rest apiandroid, kotlin, firebase"
907,Full Stack Development,Aurus.ai,Work from home,"csspython, django, postgre, sqlreact, figma, next.js"
908,Android App Development,DRP Infotech,Bhubaneswar,"java, xmlrest apiandroid"
909,Selenium Web Scraper Developer,Medius Technologies Private Limited,Work from home,"selenium, django, postgre, sqlamazon web services (aws)flask"
910,Full Stack Development,Traya Health,Bangalore,"node.js, react, next.js, mernnest, js"
911,DevOps,"Securigeek (Paris, France)",Work from home,"linux, git, docker, kubernetes, grafana, prometheus"
912,Selenium Automation Developer,Medius Technologies Private Limited,Work from home,"selenium, django, postgre, sqlamazon web services (aws)flask"
913,Python Django Developer,Tradexa Technologies Private Limited,Pune,"git, django, problem solving, jsondocker, rest apiorm"
914,Web Development,Maxforce Services Private Limited,"Delhi, Gurgaon, Noida","phpmy, sqlhtmlcssjava, scriptj, query, word, press"
915,Saas Data Engineer/Data Pipeline Developer,"Estate Atlas (Los Angeles, United States)",Work from home,"my, sqlpython, sqlnext.js, data extraction, data engineering, etl processes"
916,"Software Engineering (Python, React)",Better,Work from home,"python, react, flask"
917,Node.js Developer,Factacy.Ai,Gurgaon,"java, script, linux, git, node.js, no, sqlgit, hub, rest api"
918,C# Backend Development,SAHOTA INFO PRIVATE LIMITED,Delhi,c#.netasp.netc#.netmodel view controller(mvc)
919,Backend Development ( Night Shift),Big Internet E-commerce Private Limited,Work from home,"mongo, dbnode.js, express.js, next.js, lang, chain"
920,Backend Development,RegisterKaro,Gurgaon,"mongo, dbgit, node.js, express.js, rest apidatabase management system (dbms)"
921,Node.js Development,Warewe Consultancy Private Limited,Gurgaon,"java, script, node.js, express.js, rest apiamazon web services (aws)redux"
922,Software Development Engineering (Web),Vamaship,Mumbai(Hybrid),"phpmy, sqlhtmlcssjava, script"
923,Backend Engineering,Zoop Live,Delhi,"python, sqlnode.js, no, sql"
924,Full Stack Development,Amdigit,Work from home,"java, script, node.js, postgre, sqlexpress.js, react, artificial intelligence, prompt engineering"
925,"Software Engineering (Python, React)",Better,Work from home,"python, react, flask"
926,Node.js Developer,Factacy.Ai,Gurgaon,"java, script, linux, git, node.js, no, sqlgit, hub, rest api"
927,C# Backend Development,SAHOTA INFO PRIVATE LIMITED,Delhi,c#.netasp.netc#.netmodel view controller(mvc)
928,Backend Development ( Night Shift),Big Internet E-commerce Private Limited,Work from home,"mongo, dbnode.js, express.js, next.js, lang, chain"
929,PHP Development,Tourasco Travels Llp,Hyderabad,php
930,Backend Development,RegisterKaro,Gurgaon,"mongo, dbgit, node.js, express.js, rest apidatabase management system (dbms)"
931,Node.js Development,Warewe Consultancy Private Limited,Gurgaon,"java, script, node.js, express.js, rest apiamazon web services (aws)redux"
932,Software Development Engineering (Web),Vamaship,Mumbai(Hybrid),"phpmy, sqlhtmlcssjava, script"
933,Backend Engineering,Zoop Live,Delhi,"python, sqlnode.js, no, sql"
934,,,,
935,PHP Development,Pranshu Praneta,Work from home,"phpmy, sqlhtmlcssjava, scriptj, query, css3"
936,AI/ML Python,Tellis Technologies Private Limited,Work from home,"java, script, python, machine learning, artificial intelligence, mern"
937,Software Development,"Oveleno (Jakarta, Indonesia)",Work from home,"java, my, sqlhtmlcssjava, script, python.net"
938,Full Stack Development,Digital Guruji,Delhi,"htmlcssjava, script, mongo, dbnode.js, express.js"
939,Full Stack Development,LI-MAT SOFT SOLUTIONS PRIVATE LIMITED,Bangalore,"phpmy, sqlhtmlcssjava, script, mongo, dbangular, js"
940,PHP Development,Inorbvict Healthcare India Private Limited,Pune,"phpmy, sqlhtmlcssjava, scriptj, query, laravel"
941,Full Stack Development,Quantinent Analytics,Work from home,"htmlcssjava, script, python, bootstrap, node.js, react"
942,Research,Matsolvion Private Limited,Work from home,"python, physics, la, te, xansysreport writing"
943,Full Stack Development,Bug Aetherium,Work from home,"csscloud computing, html 5mongo, dbnode.js, express.js, frontend development"
944,Python Development,Scoreazy Edutech Private Limited,Work from home,"python, rest apifast, apiopen, ai apistreamlit, prompt engineering"
945,Java Development,TSTEPS PRIVATE LIMITED,"Chennai, Hyderabad, Kerala, Puduchery, Karnataka(Hybrid)","java, my, sqljspj2eespring mvc"
946,Python Development,Fusion Tech Solutions,"Gandhinagar, Ahmedabad, Mehsana, Kalol, Himmatnagar, Prantij, Adalaj, Kudasan, Chhatral INA(GIDC), Dehgam, Chiloda, Chhatral(Hybrid)","python, django"
947,MERN Stack,CYBERED TECH PRIVATE LIMITED,Work from home,"htmlcssmongo, dbnode.js, react, react native"
948,Full Stack Development,Altbridge,Work from home,"my, sqlhtmljava, script, python, mongo, dbangular, jsnode.js+"
949,Full Stack Development,Salesqueen Software Solutions,Work from home,"phpmy, sqlhtmlcssjava, script"
950,Java Development,Crossing Hurdles,Gurgaon,"java, postgre, sqlspring boot"
951,N8n Worklfow Builder,Biztel.ai,Bangalore,"frontend development, backend development, amazon web services (aws)google cloud platforms (gcp)apis, open, ai apigrok"
952,Python/Django & React Engineering,The Agency Source,Delhi,"my, sqlpython, django, react, flask, elasticsearch"
953,Python Automation,Learn Basics,Work from home,"python, sqlalgorithms, automation, data visualization, database management system (dbms)artificial intelligence"
954,Web Development,Expert4DM,Work from home,"phpmy, sqlhtmlcssjava, script, word, press, bootstrap"
955,Backend Development,Digite Infotech Private Limited,Bangalore,"python, mongo, dbrest apifast, api"
956,Python Development,TwiLearn EduTech Private Limited,Work from home,"htmlcsspython, django, machine learning, rest api"
957,DevOps Oriented Full-Stack Engineer,CodeIncubate,Gurgaon,"python, node.js, postgre, sqldocker, flutter, amazon web services (aws)kubernetes"
958,Web Development,NoirCapial,Work from home,"my, sqlhtmlcssjava, script, word, press, node.js, react"
959,Backend Development,NoirCapial,Work from home,"java, phpmy, sqlhtmlpython, mongo, dbdjango"
960,Full Stack Development,Shiplee,Bangalore,"phpmy, sqlhtmlcssjava, script, python, mongo, db"
961,Full Stack Development,J D Jones & Company Private Limited,Kolkata,"my, sqljava, script, python, sqlnode.js, git, hub, react"
962,PHP Training,Webgenesis,Jaipur,"phpmy, sqlhtml 5css3"
963,Product (AI Content & Analytics),OpenPrep Academy,Work from home,"python, postgre, sqlprompt engineering, llm evaluation"
964,PHP Development,Rise Retail & Payment Solutions Private Limited,Pune,"phpmy, sqlhtml"
965,Web Development,Digital Heroes,"Greater Noida, Noida",web development
966,Software Development,Codifinary Technologies Private Limited,Bangalore,"phpalgorithms, data structures, react, golang, database management system (dbms)"
967,Backend Development,International Institute Of SDGs & Public Policy Research,Work from home,"mongo, dbnode.js, english proficiency (spoken)"
968,MERN Full Stack (Fulltime/Remote),Tellis Technologies Private Limited,Work from home,"java, script, node.js, meannext.js, mern"
969,Backend Development,TSTEPS PRIVATE LIMITED,"Chennai, Madurai, Hyderabad, Bangalore, Puduchery(Hybrid)","java, my, sqlhtmlpython, mongo, dbnode.js, express.js"
970,Python Development,TSTEPS PRIVATE LIMITED,"Chennai, Mumbai, Hyderabad, Kerala, Puduchery(Hybrid)","htmlcsspython, django, machine learning"
971,Full Stack Development,TSTEPS PRIVATE LIMITED,"Chennai, Mumbai, Kerala, Puduchery, Karnataka(Hybrid)","phpmy, sqlhtmlcsspython, mongo, dbnode.js"
972,Software Developer,RoadVision AI Private Limited,Delhi,"react, amazon web services (aws)flask"
973,Node.js Development,TSTEPS PRIVATE LIMITED,"Chennai, Mumbai, Hyderabad, Bangalore, Kerala(Hybrid)","my, sqlhtmljava, script, mongo, dbexpress.js, react"
974,Web Development,Ramyoz,Noida,htmlcssnode.js
975,,,,
976,Web Development,Venue,Noida,"htmlcssword, press, react"
977,Data Science,Business Quant,Work from home,"python, data analytics, data science"
978,Backend Development,PyCray,Work from home,"my, sqlpython, django, rest api"
979,Full Stack Development,LiteThink AI,Work from home,"htmljava, script, node.js, react, firebase, google cloud platforms (gcp)open, ai api"
980,PHP Development,SPIDERWEB,Work from home,"phpmy, sqlhtmljava, scriptj, query, ajaxcode, igniter"
981,Python Development,Everything About AI,Work from home,"csspython, mongo, dbmachine learning, postgre, sqlrest apideep learning"
982,Full Stack Development,Linqway Techniks Private Limited,Mysuru(Hybrid),"java, script, python, node.js, react"
983,Asp.net Development,TSTEPS PRIVATE LIMITED,"Chennai, Mumbai, Bangalore, Kerala, Puduchery(Hybrid)","java, scriptj, query.netasp.netc#.netms sql server"
984,Backend Development,Archit Dhir,Mohali(Hybrid),amazon web services (aws)apis
985,Software Development,Hello Live NA,Work from home,htmlpython
986,Full Stack Development,Visiq Technology Private Limited,Work from home,"java, script, python, angular, jsnode.js, react"
987,Robotics,Robonite Robotics & STEAM Education Private Limited,"Siliguri, Raipur","python, robotics, arduino, internet of things (io, t)"
988,Backend Development,Cybernauts Technologies Private Limited,"Delhi, Ghaziabad, Greater Noida, Noida","phpmy, sqlpython, mongo, dbcode, igniter, node.js, rest api"
989,Python Development,Warewe Consultancy Private Limited,Gurgaon,"python, django, node.js, postgre, sqlrest apistripe payment apifast, api"
990,Backend & Full Stack Development,PLEXO HR Solutions,Gurgaon,"java, script, data structures, git, node.js, postgre, sqlgit, hub, express.js"
991,Backend Development,Travel Lykke Private Limited,Work from home,"my, sqljava, script, python, django"
992,Node.js Generative AI/ML Developer,Arakoo,Work from home,"node.js, express.js, type, script, terraform"
993,"Figma, NextJS, React Native And Firebase Development",Bolesale Technologies Private Limited,Work from home,"node.js, react native, firebase, cloud firestore, next.js"
994,Full Stack Development,Visys Cloud Technologies India Private Limited,Hyderabad,"phpmy, sqlhtmlcssjava, script, python, mongo, db"
995,Full Stack Development,Zykoon Technologies,Work from home,"my, sqljava, script, node.js, git, hub, react, type, script, next.js"
996,E‑Commerce App Developer (Shopify),Protega,Mumbai(Hybrid),"htmlcssjava, script, css3node.js, react, shopify"
997,Full Stack Development,Swifey,Work from home,"my, sqljava, script, python, angular, jsnode.js, react"
998,Full Stack Development,Memli,Gurgaon,"my, sqlhtmlcssjava, script, git, node.js, problem solving"
999,AI Agent Development,Awwgment,Work from home,"python, rest apitransformers, fast, apiapis, open, ai apilang, chain"
1000,Full Stack Development,Zenochi,Work from home,"java, script, node.js, ui & ux design, react"
1001,Robotics,The Innovation Story,Mumbai,"python, solid, works, robotics, raspberry pi, embedded systems, arduino, c programming"
1002,"React Native, NextJS And Firebase Development",Wecofy,Work from home,"node.js, react native, firebase, firebase cloud messaging, next.js"
1003,"React Native, NextJS And Firebase Development",We Code For You,Work from home,"react native, amazon web services (aws)firebase, cloud firestore, next.js"
1004,Full Stack Developer (MERN Stack With Edge.js Mandatory),Ungrezi,Work from home,"data structures, mongo, dbgit, node.js, problem solving, ui & ux design, web development"
1005,Full Stack Development,Sheikh Media,Work from home,"phpmy, sqlhtmlcssjava, script, content writing, python+"
1006,Full Stack Developer,Indika AI Private Limited,Delhi,"python, client interaction, django, flask, interpersonal skills, effective communication, amazon s3"
1007,Laravel Expert,Medicalbook,Work from home,phpajaxlaravel
1008,Full Stack Development,StoreShoppy Online Services Private Limited,"Delhi, Ghaziabad, Noida","mongo, dbnode.js, mobile application development, git, hub, express.js, react, react native"
1009,PHP / Laravel Developer,Shipper4u,Work from home,"phpmy, sqlhtmljava, scriptj, query, ajaxlaravel"
1010,.NET Development,Pixelkube Technologies Private Limited,Work from home,c#.netsql
1011,Python Algo Developer,Money Making Trading Courses,"Thane, Navi Mumbai, Mumbai, Vashi, Panvel","python, algorithms"
1012,Designer/Flutter + Node.js Developer/Next.js Developer,Deep Nucleus,Work from home,"my, sqljava, script, adobe illustrator, mongo, dbnode.js, react, flutter"
1013,Data Labelling,Radic Advertising Private Limited,Hyderabad(Hybrid),"python, ms-excel, json"
1014,Full Stack Development,Energy Alternatives India,Chennai,"phphtmlcssword, press, bootstrap, ms sql server, react"
1015,Full Stack AI Engineer,DigiPlus IT,"Mumbai, Maharashtra","mongo, dbnode.js, ui & ux design, docker, git, hub, type, script, dev, ops"
1016,,,,
1017,Software Engineer,Giddly.com,Work from home,"python, machine learning, react native, golang, type, script, artificial intelligence"
1018,Python Development,EvoNexis,Work from home,"htmlcsspython, django, machine learning, rest apiflask"
1019,Web Development,BMARKT TECAMAT PRIVATE LIMITED,Delhi,"phpmy, sqlhtmlcssjava, scriptj, query, word, press"
1020,Python Development,Regime Tax Solutions Private Limited,"Navi Mumbai, Mumbai",htmlpython
1021,Python Development (Next.js),Freelance Trainings,Work from home,"python, sqldjango, react, rest apiinterpersonal skills, effective communication"
1022,Full Stack Development,Fallon Studio,Work from home,"phpmy, sqlhtmlcssjava, script, python, mongo, db"
1023,Full Stack Development,Tinydata Technologies Private Limited,Work from home,"htmlcssjava, script, python, mongo, dbnode.js, react"
1024,Python Developer,Ergode IT Services Private Limited,Mumbai,"python, selenium, user interface (ui) development, automation, apis, data preprocessing, data cleaning"
1025,Softwear Development Engineering (WordPress),Inditech Technology Services Private Limited,Work from home,"phpmy, sqlword, press"
1026,Full Stack Development,IndianAppGuy Tech Private Limited,Bangalore,"node.js, react"
1027,Backend Developer (Night Shift Only),Big Internet E-commerce Private Limited,Work from home,"mongo, dbnode.js, express.js, bubble.io, nest, js"
1028,PHP Development,International Institute Of SDGs & Public Policy Research,Work from home,"phpmy, sqlhtmljava, script"
1029,Software Development,Zarle Infotech,"Delhi, Ghaziabad, Noida","htmlcssjava, script, node.js, git, hub, c++ programming, react"
1030,Software Development,"Gridmetry Gmbh (Munich, Germany)",Work from home,"python, postgre, sqldocker, git, hub, react, rest apigolang"
1031,AI Agent Development,WhizJuniors,Mumbai(Hybrid),"python, problem solving, database testing, firebase, apis, chat, gptgemini"
1032,AI/ML Dev,Trinity Packaging Co. Pvt. Ltd.,Mumbai(Hybrid),"python, docker, artificial intelligence, apis, llmops"
1033,Full Stack Development,Gagan Puri,Work from home,"my, sqlmongo, dbnode.js, git, hub, express.js, react native"
1034,Backend Development,Shiplee,Work from home,"java, phpmy, sqlhtmlpython, mongo, dbdjango"
1035,Backend Development,Megaplex Prime,Mumbai,"mongo, dbnode.js, express.js, react, rest api"
1036,Asp.net Development,COEPD (Center Of Excellence For Professional Development),Ameerpet,"htmlcssjava, script, c#asp.netsqlms sql server"
