,Unnamed: 0,Title,Company,Location,Skills
740,751,Asp.net Development,TSTEPS PRIVATE LIMITED,"Chennai, Mumbai, Bangalore, Kerala, Puduchery(Hybrid)","java, scriptj, query.netasp.netc#.netms sql server"
741,752,Angular.js Development,TSTEPS PRIVATE LIMITED,"Chennai, Madurai, Mumbai, Bangalore, Kerala(Hybrid)","cssjava, script, angular, jsnode.js, angular 2.0angular 7.0"
742,753,Full Stack/App Developer,Admunch,Meerut(Hybrid),"java, script, git, node.js, mobile application development, problem solving, react, rest api"
743,754,Backend Development,Archit Dhir,Mohali(Hybrid),amazon web services (aws)apis
744,755,Information Technology,"Milltex Blanks Inc (New York, United States)",Work from home,"python, apis, replit (gen, ai)"
745,756,Software Development,Hello Live NA,Work from home,htmlpython
746,757,ReactJS Development,Betatest Solutions Private Limited,Work from home,"htmlcssjava, script, react, rest api"
747,758,Web Development,TUNGSTEN FITNESS CLUB PRIVATE LIMITED,"Thane, Navi Mumbai","java, script, react, react native, react router"
748,759,Software Development,Medical Slot,Kanpur Dehat,next.js
750,761,Full Stack Development,Visiq Technology Private Limited,Work from home,"java, script, python, angular, jsnode.js, react"
751,762,Robotics,Robonite Robotics & STEAM Education Private Limited,"Siliguri, Raipur","python, robotics, arduino, internet of things (io, t)"
752,763,Shopify Generalist,ThePlainsCo.,"Delhi, Gurgaon","htmlcssgoogle analytics, search engine optimization (seo)english proficiency (spoken)english proficiency (written)canva"
753,764,Full Stack Development,Wisemonk TA,Work from home,"mongo, dbnode.js, express.js, react"
754,765,Backend Development,Cybernauts Technologies Private Limited,"Delhi, Ghaziabad, Greater Noida, Noida","phpmy, sqlpython, mongo, dbcode, igniter, node.js, rest api"
755,766,Full Stack Development,ETechCube,Jamshedpur,"my, sqlhtmlcssjava, script, python, bootstrap, mongo, db"
756,767,Full Stack Development,APEX ENGINEERING,Work from home,"phpmy, sqlhtmlcssjava, script, python"
757,768,Front End Development,APEX ENGINEERING,Work from home,"htmlcssjava, script, bootstrap, bubble.io"
758,769,Management Information System,Tapovan Impex Private Limited,Delhi,"sqladvanced excel, power bigoogle sheets"
759,770,Python Development,Warewe Consultancy Private Limited,Gurgaon,"python, django, node.js, postgre, sqlrest apistripe payment apifast, api"
760,771,Content & Communication,Love And Flour By Pooja,Mumbai(Hybrid),"content writing, email marketing, cms (content management system)client relationship management (crm)proofreading, web development, english proficiency (written)"
761,772,Backend & Full Stack Development,PLEXO HR Solutions,Gurgaon,"java, script, data structures, git, node.js, postgre, sqlgit, hub, express.js"
762,773,Full Stack Development,Namekart,Noida(Hybrid),"java, my, sqlhtmlcssjava, script, node.js, react"
763,774,Front End Development,NayePankh Foundation,Work from home,html
764,775,Web Development,Hustlr Staffing Services,Work from home,"java, script, word, press, bootstrap, node.js"
765,776,Backend Development,Travel Lykke Private Limited,Work from home,"my, sqljava, script, python, django"
766,777,Software Development,Mindlab Media,Vadodara,"htmlcssjava, script, node.js, react"
767,778,Quant Developer,QuantGlobal,"Delhi, Noida","python, mongo, dbmachine learning, c++ programming, stock trading, apis, probability"
768,779,Node.js Generative AI/ML Developer,Arakoo,Work from home,"node.js, express.js, type, script, terraform"
769,780,Front End Development,NDimensions Design Studio,Udaipur,"htmlcssjava, script, bootstrap, react, rest api"
770,781,Full Stack Development - AI,Yardstick,Work from home,"htmlcssjava, script, mongo, dbnode.js, react, next.js"
771,782,"Figma, NextJS, React Native And Firebase Development",Bolesale Technologies Private Limited,Work from home,"node.js, react native, firebase, cloud firestore, next.js"
772,783,Front End Development,Visys Cloud Technologies India Private Limited,Hyderabad,"htmlcssjava, scriptj, query, bootstrap, angular, jsreact"
773,784,Full Stack Development,Visys Cloud Technologies India Private Limited,Hyderabad,"phpmy, sqlhtmlcssjava, script, python, mongo, db"
774,785,Javascript Developer,Brain Quest,Work from home,"java, script, express.js, react"
775,786,E-Commerce Business Management,Talent Corner HR Services,Mumbai,"client interaction, ms-excel, client relationship management (crm)sales management, business development, effective communication, sales strategy"
776,787,Vibe Coders,Stirring Minds,Work from home,"web development, artificial intelligence, open, ai apiclaude, vibe coding, cursor (gen, ai)lovable (gen, ai)"
777,788,Full Stack Development,Zykoon Technologies,Work from home,"my, sqljava, script, node.js, git, hub, react, type, script, next.js"
778,789,E‑Commerce App Developer (Shopify),Protega,Mumbai(Hybrid),"htmlcssjava, script, css3node.js, react, shopify"
779,790,Full Stack Development,Swifey,Work from home,"my, sqljava, script, python, angular, jsnode.js, react"
780,791,Full Stack Development,Memli,Gurgaon,"my, sqlhtmlcssjava, script, git, node.js, problem solving"
781,792,Software Development Engineering (Web),Apoorva Mishra,Work from home,"my, sqlhtmlreact, artificial intelligence, next.js"
782,793,Java Development,ROUTINE REGIME PRIVATE LIMITED,Noida,"java, my, sqljava, script, spring boot"
783,794,AI Agent Development,Awwgment,Work from home,"python, rest apitransformers, fast, apiapis, open, ai apilang, chain"
784,795,Full Stack Development,Zenochi,Work from home,"java, script, node.js, ui & ux design, react"
785,796,Robotics,The Innovation Story,Mumbai,"python, solid, works, robotics, raspberry pi, embedded systems, arduino, c programming"
786,797,"React Native, NextJS And Firebase Development",Wecofy,Work from home,"node.js, react native, firebase, firebase cloud messaging, next.js"
787,798,"React Native, NextJS And Firebase Development",We Code For You,Work from home,"react native, amazon web services (aws)firebase, cloud firestore, next.js"
788,799,Founders Office,Arkham Literacy Initiative Foundation,Work from home,"social media marketing, content writing, branding, content management, web development, unreal engine, content marketing"
789,800,Full Stack Developer (MERN Stack With Edge.js Mandatory),Ungrezi,Work from home,"data structures, mongo, dbgit, node.js, problem solving, ui & ux design, web development"
791,802,Full Stack Development,Sheikh Media,Work from home,"phpmy, sqlhtmlcssjava, script, content writing, python+"
792,803,Full Stack Developer,Indika AI Private Limited,Delhi,"python, client interaction, django, flask, interpersonal skills, effective communication, amazon s3"
793,804,Laravel Expert,Medicalbook,Work from home,phpajaxlaravel
794,805,Full Stack Development,StoreShoppy Online Services Private Limited,"Delhi, Ghaziabad, Noida","mongo, dbnode.js, mobile application development, git, hub, express.js, react, react native"
795,806,Junior Developer,"Rally Portal LLC (Dubai, United Arab Emirates)",Work from home,"sqlmobile application development, postgre, sqlweb development, database management system (dbms)apis, debugging"
796,807,Content Writing & SEO (AI-Assisted Blogging),Thoughtsverse,Work from home,"content writing, word, press, search engine optimization (seo)"
797,808,Full Stack Development,Vrutti Technologies Pvt. Ltd.,"Surat, Navsari, Kosamba, Kim, Kamrej","my, sqlhtmlcssjava, script, node.js, react, type, script"
798,809,PHP / Laravel Developer,Shipper4u,Work from home,"phpmy, sqlhtmljava, scriptj, query, ajaxlaravel"
799,810,Software Development,URE Legal Advocates,Work from home,"cssnode.js, react, electron, js"
800,811,.NET Development,Pixelkube Technologies Private Limited,Work from home,c#.netsql
801,812,Front End Development,SigmaMind Research Labs,Jaipur(Hybrid),"csssqlgit, node.js, react, rest apiredux"
802,813,Python Algo Developer,Money Making Trading Courses,"Thane, Navi Mumbai, Mumbai, Vashi, Panvel","python, algorithms"
803,814,Designer/Flutter + Node.js Developer/Next.js Developer,Deep Nucleus,Work from home,"my, sqljava, script, adobe illustrator, mongo, dbnode.js, react, flutter"
804,815,Data Labelling,Radic Advertising Private Limited,Hyderabad(Hybrid),"python, ms-excel, json"
805,816,Full Stack Development,Energy Alternatives India,Chennai,"phphtmlcssword, press, bootstrap, ms sql server, react"
806,817,Full Stack Development,Udaghosh Social Welfare Society,Work from home,"phpmy, sqlhtmlcssjava, script, python, mongo, db"
807,818,WordPress Development,Yasham Software Services Private Limited,Work from home,"word, press"
808,819,Full Stack AI Engineer,DigiPlus IT,"Mumbai, Maharashtra","mongo, dbnode.js, ui & ux design, docker, git, hub, type, script, dev, ops"
809,820,Front End Development,Basti Ki Pathshala Foundation,Work from home,html
810,821,Software Engineer,Giddly.com,Work from home,"python, machine learning, react native, golang, type, script, artificial intelligence"
811,822,ReactJS Development,Wakandabooks Private Limited,Bangalore,"html 5css3git, node.js, react, rest apisass+"
812,823,WordPress Development,Practice Buzz,Chandigarh,"phpmy, sqlhtmlcssjava, script"
813,824,Python Development,EvoNexis,Work from home,"htmlcsspython, django, machine learning, rest apiflask"
814,825,Web Development,EvoNexis,Work from home,"phpmy, sqlhtmlcssjava, scriptj, query, word, press"
815,826,Online Teaching (Full Stack),CodingZen,Work from home,"htmlcssjava, script, bootstrap, angular, jsnode.js, react"
816,827,Web Development,OmniSoft Consulting,Dehradun,"phpmy, sqlhtmlcssjava, script, canva"
817,828,Front End Development,Emoolar Technology Private Limited,Work from home,"htmlcsssearch engine optimization (seo)animation, tailwind cssnext.js, apis"
818,829,Web Development,Tapovan Impex Private Limited,Delhi,"my, sqlhtmlcss"
819,830,Web Development,BMARKT TECAMAT PRIVATE LIMITED,Delhi,"phpmy, sqlhtmlcssjava, scriptj, query, word, press"
820,831,Java Development,EvoNexis,Work from home,"java, my, sqljspj2eehibernate orm(java)spring mvc"
821,832,Front End Development,Stacks (Techaboard Digi Solutions Private Limited),Mumbai,"java, script, node.js, react, next.js, graph, ql"
822,833,Python Development,Regime Tax Solutions Private Limited,"Navi Mumbai, Mumbai",htmlpython
823,834,Front End Development,Letstream Ventures Private Limited,Work from home,"java, script, scsstype, script, vue.js"
824,835,.NET Development,COEPD (Center Of Excellence For Professional Development),"Hyderabad, Andhra Pradesh","htmlcssjava, script, asp.netms sql server, model view controller(mvc)"
825,836,Python Development (Next.js),Freelance Trainings,Work from home,"python, sqldjango, react, rest apiinterpersonal skills, effective communication"
826,837,Full Stack Development,Fallon Studio,Work from home,"phpmy, sqlhtmlcssjava, script, python, mongo, db"
827,838,Full Stack Development,Tinydata Technologies Private Limited,Work from home,"htmlcssjava, script, python, mongo, dbnode.js, react"
828,839,Web Development,Archivision Design & Construction Services,Hubli,"htmlcssjava, script, adobe photoshop, word, press, search engine optimization (seo)artificial intelligence"
829,840,Full Stack Development,Partex.AI,Pune,"htmlcssjava, script, python, node.js, react"
830,841,Full Stack Development,Pexaworks Technologies Private Limited,Work from home,"java, script, node.js, react, react native, next.js"
832,843,Python Developer,Ergode IT Services Private Limited,Mumbai,"python, selenium, user interface (ui) development, automation, apis, data preprocessing, data cleaning"
833,844,Softwear Development Engineering (WordPress),Inditech Technology Services Private Limited,Work from home,"phpmy, sqlword, press"
834,845,Full Stack Development,IndianAppGuy Tech Private Limited,Bangalore,"node.js, react"
835,846,Next.js Developer,Infoware,Work from home,"type, script, redux, next.js"
836,847,Digital Marketing,IP Brigade,Delhi,"social media marketing, google analytics, search engine marketing (sem)word, press, google ad, words, search engine optimization (seo)email marketing"
837,848,Backend Developer (Night Shift Only),Big Internet E-commerce Private Limited,Work from home,"mongo, dbnode.js, express.js, bubble.io, nest, js"
838,849,PHP Development,International Institute Of SDGs & Public Policy Research,Work from home,"phpmy, sqlhtmljava, script"
839,850,WordPress Development,International Institute Of SDGs & Public Policy Research,Work from home,"word, press, search engine optimization (seo)english proficiency (spoken)"
840,851,Software Development,Zarle Infotech,"Delhi, Ghaziabad, Noida","htmlcssjava, script, node.js, git, hub, c++ programming, react"
841,852,Front End Development,HUBX Commercial Ventures,Work from home,"htmlcssjava, script, bootstrap, angular, jsnode.js, react"
842,853,Automation & Agent Builder (n8n / Make.com),BIIT,Work from home,"word, press, e-commerce, creative thinking, problem solving, computer skills, ui & ux design, automation"
843,854,Full Stack Development,Brihat Infotech Private Limited,Work from home,"htmlcssjava, script, mongo, dbnode.js, express.js, react"
844,855,WordPress Development,Taskraft.agency,"Thane, Dombivli, Kalyan, Badlapur(Hybrid)","phphtmlcssjava, script, word, press, search engine optimization (seo)creative writing"
845,856,Software Development,"Gridmetry Gmbh (Munich, Germany)",Work from home,"python, postgre, sqldocker, git, hub, react, rest apigolang"
846,857,E-Commerce Web Development (Shopify),Nivara Diamonds Private Limited,Hyderabad,"htmlcssjava, script, search engine optimization (seo)web development, shopify, responsive design"
847,858,AI Agent Development,WhizJuniors,Mumbai(Hybrid),"python, problem solving, database testing, firebase, apis, chat, gptgemini"
848,859,Software Development - Mern Stack,Amber Flux Private Limited,Work from home,"java, script, data structures, mongo, dbgit, django, postgre, sqlno, sql"
849,860,WordPress Development,BeingLoop,"Mumbai, Virar, Vasai, Mira Bhayandar, Dahisar, Goregaon Kh, Bandra, Mira Road","java, htmlcsspython, word, press"
850,861,Digital Marketing,FlexiFunnels,Work from home,"word, press, digital marketing, search engine optimization (seo)copywriting, market research"
851,862,WordPress Development,OBLYTECH INDIA PRIVATE LIMITED,Work from home,"phphtmlcssjava, script, word, press, effective communication"
852,863,AI/ML Dev,Trinity Packaging Co. Pvt. Ltd.,Mumbai(Hybrid),"python, docker, artificial intelligence, apis, llmops"
853,864,Full Stack Development,Rotasu Fin,Ahmedabad,"react, golang, next.js"
854,865,Website & Social Media Content (Squarespace + Canva/Instagram),Yalavarthi Granites And Furniture (P) Ltd,Work from home,"social media marketing, web design"
855,866,Full Stack Development,Gagan Puri,Work from home,"my, sqlmongo, dbnode.js, git, hub, express.js, react native"
856,867,Backend Development,Shiplee,Work from home,"java, phpmy, sqlhtmlpython, mongo, dbdjango"
857,868,Web Development,CYPWNG Software Technologies,Work from home,"word, press, canva, gemini"
858,869,Web Development,Pure Cosmeceuticals Private Limited,Jaipur,"htmlword, press"
859,870,Backend Development,Megaplex Prime,Mumbai,"mongo, dbnode.js, express.js, react, rest api"
860,871,No-Code Developer,Caarya,Work from home,"ui & ux design, webflow, integromat (make)apis, bubble.io, generative ai tools, no?code development"
861,872,Apprentice - Technology Associate,ETS India Private Limited,Gurgaon,ms-office
862,873,Backend Development,Shiksha Nation™,Noida,"sqlmongo, dbnode.js, next.js"
863,874,PHP Development,Tourasco Travels Llp,Hyderabad,php
864,875,Full Stack Development,Amdigit,Work from home,"java, script, node.js, postgre, sqlexpress.js, react, artificial intelligence, prompt engineering"
865,876,Full Stack Development,SociolinQ Technologies Private Limited,Work from home,"python, django, postgre, sqlreact, type, script, fast, api"
866,877,Backend Development,Evolusis,"Thane, Navi Mumbai, Mumbai(Hybrid)","python, mongo, dbgit, analytical thinking, problem solving, rest apiteamwork"
867,878,React Native Web Developer (Oct),Kaushal Ranjeet Private Limited,Work from home,"node.js, react, web application security, react native, web application testing"
868,879,Full Stack Development,NDL Power Limited,Work from home,"python, asp.netmachine learning, node.js, ms sql server, automation, react"
869,880,Mobile App Development,Ghackk Technologies,Gurgaon,"my, sqlhtmlcssjava, script, python, mongo, dbangular, js+"
870,881,Tech Development (AI-Assisted Coding),Marpu Foundation,Work from home,"computer skills, artificial intelligence"
871,882,Systems Software Developer,Vicharak Computers LLP,Surat,"c#python, c programming, c++ programming"
873,884,Full Stack Development,Lavanya  Srinivas,Bangalore,"node.js, react, next.js"
874,885,Backend Development,Certiedge Solutions And Services,Work from home,"java, python.netmongo, dbdjango, node.js, postgre, sql"
875,886,Full Stack Development,Mindenious Edutech,Work from home,"phpmy, sqlhtmljava, script, python, mongo, db"
876,887,Data Analytics,Red Dot Foundation,Work from home,"python, sqldata analytics, power bitableau"
877,888,Python Development,Optimasys,Work from home,"htmlcsspython, django, machine learning, rest apiflask"
878,889,iOS Testing,Across The Globe (ATG),Work from home,"python, selenium, manual testing, test automation, usability testing"
879,890,Chrome Extension,Across The Globe (ATG),Work from home,"htmlcssjava, script, node.js"
880,891,Full Stack Development,AiVibes Pvt. Ltd.,Mumbai,"java, htmlcssjava, script, python, mongo, dbangular, js"
881,892,Python Development,Hybr1d Technologies Private Limited,Work from home,"python, django, django rest framework"
882,893,Full Stack Development,PATTERNLAB.AI,Hyderabad,"htmlcssjava, script, mongo, dbnode.js, react"
883,894,Node.js Developer,CGPEY INTERNATIONAL PRIVATE LIMITED,Bhilai Charoda,"java, htmlnode.js"
884,895,Full Stack Development,Hybr1d Technologies Private Limited,Work from home,"htmljava, script, node.js, postgre, sqlexpress.js, react, rest api"
885,896,Python Development,Zdminds,Work from home,"htmlcsspython, django, machine learning, rest apiflask"
886,897,Python Development,PATTERNLAB.AI,Hyderabad,"python, mongo, dbrest apiflask, fast, apipandas, object oriented programming (oop)"
887,898,Node.js Development,Aadi Foundation,Work from home,"my, sqlhtmljava, script, mongo, dbnode.js, express.js, react"
888,899,Web Development,CareerNest,Work from home,"my, sqlhtmlcssjava, script"
889,900,Python Development,Treviax.in,Work from home,"htmlcsspython, django, machine learning, rest apiflask"
890,901,Networking Automation (Python),Across The Globe (ATG),Bangalore,"python, software testing, network security, network configuration"
891,902,Python Development,Mindenious Edutech,Work from home,"htmlcsspython, machine learning"
892,903,JavaScript Development,Smaclify Technologies,Pune,"java, script, node.js, react native, angular"
893,904,PHP Development,Clientcarex AI Private Limited,Hyderabad(Hybrid),"phpmy, sqlcode, igniter"
894,905,Prompt Engineering,Nestup Space,Hyderabad,"java, script, python, frontend development"
895,906,Android App Development,Vijayi WFH Technologies Private Limited,Gurgaon,"java, xmlgit, hub, rest apiandroid, kotlin, firebase"
896,907,Full Stack Development,Aurus.ai,Work from home,"csspython, django, postgre, sqlreact, figma, next.js"
897,908,Android App Development,DRP Infotech,Bhubaneswar,"java, xmlrest apiandroid"
898,909,Selenium Web Scraper Developer,Medius Technologies Private Limited,Work from home,"selenium, django, postgre, sqlamazon web services (aws)flask"
899,910,Full Stack Development,Traya Health,Bangalore,"node.js, react, next.js, mernnest, js"
900,911,DevOps,"Securigeek (Paris, France)",Work from home,"linux, git, docker, kubernetes, grafana, prometheus"
901,912,Selenium Automation Developer,Medius Technologies Private Limited,Work from home,"selenium, django, postgre, sqlamazon web services (aws)flask"
902,913,Python Django Developer,Tradexa Technologies Private Limited,Pune,"git, django, problem solving, jsondocker, rest apiorm"
903,914,Web Development,Maxforce Services Private Limited,"Delhi, Gurgaon, Noida","phpmy, sqlhtmlcssjava, scriptj, query, word, press"
904,915,Saas Data Engineer/Data Pipeline Developer,"Estate Atlas (Los Angeles, United States)",Work from home,"my, sqlpython, sqlnext.js, data extraction, data engineering, etl processes"
905,916,"Software Engineering (Python, React)",Better,Work from home,"python, react, flask"
906,917,Node.js Developer,Factacy.Ai,Gurgaon,"java, script, linux, git, node.js, no, sqlgit, hub, rest api"
907,918,C# Backend Development,SAHOTA INFO PRIVATE LIMITED,Delhi,c#.netasp.netc#.netmodel view controller(mvc)
908,919,Backend Development ( Night Shift),Big Internet E-commerce Private Limited,Work from home,"mongo, dbnode.js, express.js, next.js, lang, chain"
909,920,Backend Development,RegisterKaro,Gurgaon,"mongo, dbgit, node.js, express.js, rest apidatabase management system (dbms)"
910,921,Node.js Development,Warewe Consultancy Private Limited,Gurgaon,"java, script, node.js, express.js, rest apiamazon web services (aws)redux"
911,922,Software Development Engineering (Web),Vamaship,Mumbai(Hybrid),"phpmy, sqlhtmlcssjava, script"
912,923,Backend Engineering,Zoop Live,Delhi,"python, sqlnode.js, no, sql"
913,924,Full Stack Development,Amdigit,Work from home,"java, script, node.js, postgre, sqlexpress.js, react, artificial intelligence, prompt engineering"
914,925,"Software Engineering (Python, React)",Better,Work from home,"python, react, flask"
915,926,Node.js Developer,Factacy.Ai,Gurgaon,"java, script, linux, git, node.js, no, sqlgit, hub, rest api"
916,927,C# Backend Development,SAHOTA INFO PRIVATE LIMITED,Delhi,c#.netasp.netc#.netmodel view controller(mvc)
917,928,Backend Development ( Night Shift),Big Internet E-commerce Private Limited,Work from home,"mongo, dbnode.js, express.js, next.js, lang, chain"
918,929,PHP Development,Tourasco Travels Llp,Hyderabad,php
919,930,Backend Development,RegisterKaro,Gurgaon,"mongo, dbgit, node.js, express.js, rest apidatabase management system (dbms)"
920,931,Node.js Development,Warewe Consultancy Private Limited,Gurgaon,"java, script, node.js, express.js, rest apiamazon web services (aws)redux"
921,932,Software Development Engineering (Web),Vamaship,Mumbai(Hybrid),"phpmy, sqlhtmlcssjava, script"
922,933,Backend Engineering,Zoop Live,Delhi,"python, sqlnode.js, no, sql"
924,935,PHP Development,Pranshu Praneta,Work from home,"phpmy, sqlhtmlcssjava, scriptj, query, css3"
925,936,AI/ML Python,Tellis Technologies Private Limited,Work from home,"java, script, python, machine learning, artificial intelligence, mern"
926,937,Software Development,"Oveleno (Jakarta, Indonesia)",Work from home,"java, my, sqlhtmlcssjava, script, python.net"
927,938,Full Stack Development,Digital Guruji,Delhi,"htmlcssjava, script, mongo, dbnode.js, express.js"
928,939,Full Stack Development,LI-MAT SOFT SOLUTIONS PRIVATE LIMITED,Bangalore,"phpmy, sqlhtmlcssjava, script, mongo, dbangular, js"
929,940,PHP Development,Inorbvict Healthcare India Private Limited,Pune,"phpmy, sqlhtmlcssjava, scriptj, query, laravel"
930,941,Full Stack Development,Quantinent Analytics,Work from home,"htmlcssjava, script, python, bootstrap, node.js, react"
931,942,Research,Matsolvion Private Limited,Work from home,"python, physics, la, te, xansysreport writing"
932,943,Full Stack Development,Bug Aetherium,Work from home,"csscloud computing, html 5mongo, dbnode.js, express.js, frontend development"
933,944,Python Development,Scoreazy Edutech Private Limited,Work from home,"python, rest apifast, apiopen, ai apistreamlit, prompt engineering"
934,945,Java Development,TSTEPS PRIVATE LIMITED,"Chennai, Hyderabad, Kerala, Puduchery, Karnataka(Hybrid)","java, my, sqljspj2eespring mvc"
935,946,Python Development,Fusion Tech Solutions,"Gandhinagar, Ahmedabad, Mehsana, Kalol, Himmatnagar, Prantij, Adalaj, Kudasan, Chhatral INA(GIDC), Dehgam, Chiloda, Chhatral(Hybrid)","python, django"
936,947,MERN Stack,CYBERED TECH PRIVATE LIMITED,Work from home,"htmlcssmongo, dbnode.js, react, react native"
937,948,Full Stack Development,Altbridge,Work from home,"my, sqlhtmljava, script, python, mongo, dbangular, jsnode.js+"
938,949,Full Stack Development,Salesqueen Software Solutions,Work from home,"phpmy, sqlhtmlcssjava, script"
939,950,Java Development,Crossing Hurdles,Gurgaon,"java, postgre, sqlspring boot"
940,951,N8n Worklfow Builder,Biztel.ai,Bangalore,"frontend development, backend development, amazon web services (aws)google cloud platforms (gcp)apis, open, ai apigrok"
941,952,Python/Django & React Engineering,The Agency Source,Delhi,"my, sqlpython, django, react, flask, elasticsearch"
942,953,Python Automation,Learn Basics,Work from home,"python, sqlalgorithms, automation, data visualization, database management system (dbms)artificial intelligence"
943,954,Web Development,Expert4DM,Work from home,"phpmy, sqlhtmlcssjava, script, word, press, bootstrap"
944,955,Backend Development,Digite Infotech Private Limited,Bangalore,"python, mongo, dbrest apifast, api"
945,956,Python Development,TwiLearn EduTech Private Limited,Work from home,"htmlcsspython, django, machine learning, rest api"
946,957,DevOps Oriented Full-Stack Engineer,CodeIncubate,Gurgaon,"python, node.js, postgre, sqldocker, flutter, amazon web services (aws)kubernetes"
947,958,Web Development,NoirCapial,Work from home,"my, sqlhtmlcssjava, script, word, press, node.js, react"
948,959,Backend Development,NoirCapial,Work from home,"java, phpmy, sqlhtmlpython, mongo, dbdjango"
949,960,Full Stack Development,Shiplee,Bangalore,"phpmy, sqlhtmlcssjava, script, python, mongo, db"
950,961,Full Stack Development,J D Jones & Company Private Limited,Kolkata,"my, sqljava, script, python, sqlnode.js, git, hub, react"
951,962,PHP Training,Webgenesis,Jaipur,"phpmy, sqlhtml 5css3"
952,963,Product (AI Content & Analytics),OpenPrep Academy,Work from home,"python, postgre, sqlprompt engineering, llm evaluation"
953,964,PHP Development,Rise Retail & Payment Solutions Private Limited,Pune,"phpmy, sqlhtml"
954,965,Web Development,Digital Heroes,"Greater Noida, Noida",web development
955,966,Software Development,Codifinary Technologies Private Limited,Bangalore,"phpalgorithms, data structures, react, golang, database management system (dbms)"
956,967,Backend Development,International Institute Of SDGs & Public Policy Research,Work from home,"mongo, dbnode.js, english proficiency (spoken)"
957,968,MERN Full Stack (Fulltime/Remote),Tellis Technologies Private Limited,Work from home,"java, script, node.js, meannext.js, mern"
958,969,Backend Development,TSTEPS PRIVATE LIMITED,"Chennai, Madurai, Hyderabad, Bangalore, Puduchery(Hybrid)","java, my, sqlhtmlpython, mongo, dbnode.js, express.js"
959,970,Python Development,TSTEPS PRIVATE LIMITED,"Chennai, Mumbai, Hyderabad, Kerala, Puduchery(Hybrid)","htmlcsspython, django, machine learning"
960,971,Full Stack Development,TSTEPS PRIVATE LIMITED,"Chennai, Mumbai, Kerala, Puduchery, Karnataka(Hybrid)","phpmy, sqlhtmlcsspython, mongo, dbnode.js"
961,972,Software Developer,RoadVision AI Private Limited,Delhi,"react, amazon web services (aws)flask"
962,973,Node.js Development,TSTEPS PRIVATE LIMITED,"Chennai, Mumbai, Hyderabad, Bangalore, Kerala(Hybrid)","my, sqlhtmljava, script, mongo, dbexpress.js, react"
963,974,Web Development,Ramyoz,Noida,htmlcssnode.js
965,976,Web Development,Venue,Noida,"htmlcssword, press, react"
966,977,Data Science,Business Quant,Work from home,"python, data analytics, data science"
967,978,Backend Development,PyCray,Work from home,"my, sqlpython, django, rest api"
968,979,Full Stack Development,LiteThink AI,Work from home,"htmljava, script, node.js, react, firebase, google cloud platforms (gcp)open, ai api"
969,980,PHP Development,SPIDERWEB,Work from home,"phpmy, sqlhtmljava, scriptj, query, ajaxcode, igniter"
970,981,Python Development,Everything About AI,Work from home,"csspython, mongo, dbmachine learning, postgre, sqlrest apideep learning"
971,982,Full Stack Development,Linqway Techniks Private Limited,Mysuru(Hybrid),"java, script, python, node.js, react"
972,983,Asp.net Development,TSTEPS PRIVATE LIMITED,"Chennai, Mumbai, Bangalore, Kerala, Puduchery(Hybrid)","java, scriptj, query.netasp.netc#.netms sql server"
973,984,Backend Development,Archit Dhir,Mohali(Hybrid),amazon web services (aws)apis
974,985,Software Development,Hello Live NA,Work from home,htmlpython
975,986,Full Stack Development,Visiq Technology Private Limited,Work from home,"java, script, python, angular, jsnode.js, react"
976,987,Robotics,Robonite Robotics & STEAM Education Private Limited,"Siliguri, Raipur","python, robotics, arduino, internet of things (io, t)"
977,988,Backend Development,Cybernauts Technologies Private Limited,"Delhi, Ghaziabad, Greater Noida, Noida","phpmy, sqlpython, mongo, dbcode, igniter, node.js, rest api"
978,989,Python Development,Warewe Consultancy Private Limited,Gurgaon,"python, django, node.js, postgre, sqlrest apistripe payment apifast, api"
979,990,Backend & Full Stack Development,PLEXO HR Solutions,Gurgaon,"java, script, data structures, git, node.js, postgre, sqlgit, hub, express.js"
980,991,Backend Development,Travel Lykke Private Limited,Work from home,"my, sqljava, script, python, django"
981,992,Node.js Generative AI/ML Developer,Arakoo,Work from home,"node.js, express.js, type, script, terraform"
982,993,"Figma, NextJS, React Native And Firebase Development",Bolesale Technologies Private Limited,Work from home,"node.js, react native, firebase, cloud firestore, next.js"
983,994,Full Stack Development,Visys Cloud Technologies India Private Limited,Hyderabad,"phpmy, sqlhtmlcssjava, script, python, mongo, db"
984,995,Full Stack Development,Zykoon Technologies,Work from home,"my, sqljava, script, node.js, git, hub, react, type, script, next.js"
985,996,E‑Commerce App Developer (Shopify),Protega,Mumbai(Hybrid),"htmlcssjava, script, css3node.js, react, shopify"
986,997,Full Stack Development,Swifey,Work from home,"my, sqljava, script, python, angular, jsnode.js, react"
987,998,Full Stack Development,Memli,Gurgaon,"my, sqlhtmlcssjava, script, git, node.js, problem solving"
988,999,AI Agent Development,Awwgment,Work from home,"python, rest apitransformers, fast, apiapis, open, ai apilang, chain"
989,1000,Full Stack Development,Zenochi,Work from home,"java, script, node.js, ui & ux design, react"
990,1001,Robotics,The Innovation Story,Mumbai,"python, solid, works, robotics, raspberry pi, embedded systems, arduino, c programming"
991,1002,"React Native, NextJS And Firebase Development",Wecofy,Work from home,"node.js, react native, firebase, firebase cloud messaging, next.js"
992,1003,"React Native, NextJS And Firebase Development",We Code For You,Work from home,"react native, amazon web services (aws)firebase, cloud firestore, next.js"
